SetName,Gene
CSR_Activated_15701700,SRM
CSR_Activated_15701700,SSR3
CSR_Activated_15701700,SSSCA1
CSR_Activated_15701700,STK17A
CSR_Activated_15701700,STK18
CSR_Activated_15701700,SVIL
CSR_Activated_15701700,TAGLN
CSR_Activated_15701700,TBRG1
CSR_Activated_15701700,TCEB1
CSR_Activated_15701700,TCTEL1
CSR_Activated_15701700,TFPI2
CSR_Activated_15701700,TIM50L
CSR_Activated_15701700,TIMP2
CSR_Activated_15701700,TNFAIP2
CSR_Activated_15701700,TNFRSF12A
CSR_Activated_15701700,TNFSF12
CSR_Activated_15701700,TNXB
CSR_Activated_15701700,TOMM40
CSR_Activated_15701700,TP53INP1
CSR_Activated_15701700,TPI1
CSR_Activated_15701700,TPM1
CSR_Activated_15701700,TPM2
CSR_Activated_15701700,TRIM22
CSR_Activated_15701700,TSC22
CSR_Activated_15701700,TUBA1
CSR_Activated_15701700,TUBG1
CSR_Activated_15701700,TXNL2
CSR_Activated_15701700,UAP1
CSR_Activated_15701700,UBE2J1
CSR_Activated_15701700,UMPK
CSR_Activated_15701700,UMPS
CSR_Activated_15701700,VAMP4
CSR_Activated_15701700,VDAC1
CSR_Activated_15701700,VIL2
CSR_Activated_15701700,WBP2
CSR_Activated_15701700,WDHD1
CSR_Activated_15701700,WSB1
CSR_Activated_15701700,WSB2
CSR_Activated_15701700,WTAP
CSR_Activated_15701700,ZFP106
CSR_Activated_15701700,ZNF151
CSR_Activated_15701700,ZNF219
CSR_Activated_15701700,ZNF36
CSR_Activated_15701700,ZNF83
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ANPEP
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD14
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD19
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD1A
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD1B
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD1C
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD1D
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD1E
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD2
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD22
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD33
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD34
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD36
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD37
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD38
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD3D
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD3E
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD3G
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD4
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD44
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD5
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD55
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD59
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD7
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD8A
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD8B
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CD9
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CR1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CR2
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CSF1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CSF1R
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CSF2
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CSF2RA
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CSF3
KEGG_HEMATOPOIETIC_CELL_LINEAGE,CSF3R
KEGG_HEMATOPOIETIC_CELL_LINEAGE,DNTT
KEGG_HEMATOPOIETIC_CELL_LINEAGE,EPO
KEGG_HEMATOPOIETIC_CELL_LINEAGE,EPOR
KEGG_HEMATOPOIETIC_CELL_LINEAGE,FCER2
KEGG_HEMATOPOIETIC_CELL_LINEAGE,FCGR1A
KEGG_HEMATOPOIETIC_CELL_LINEAGE,FLT3
KEGG_HEMATOPOIETIC_CELL_LINEAGE,FLT3LG
KEGG_HEMATOPOIETIC_CELL_LINEAGE,GP1BA
KEGG_HEMATOPOIETIC_CELL_LINEAGE,GP1BB
KEGG_HEMATOPOIETIC_CELL_LINEAGE,GP5
KEGG_HEMATOPOIETIC_CELL_LINEAGE,GP9
KEGG_HEMATOPOIETIC_CELL_LINEAGE,GYPA
KEGG_HEMATOPOIETIC_CELL_LINEAGE,HLA-DRA
KEGG_HEMATOPOIETIC_CELL_LINEAGE,HLA-DRB1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,HLA-DRB3
KEGG_HEMATOPOIETIC_CELL_LINEAGE,HLA-DRB4
KEGG_HEMATOPOIETIC_CELL_LINEAGE,HLA-DRB5
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL11
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL11RA
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL1A
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL1B
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL1R1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL1R2
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL2RA
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL3
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL3RA
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL4
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL4R
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL5
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL5RA
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL6
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL6R
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL7
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL7R
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL9R
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGA1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGA2
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGA2B
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGA3
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGA4
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGA5
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGA6
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGAM
KEGG_HEMATOPOIETIC_CELL_LINEAGE,ITGB3
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KIT
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KITLG
KEGG_HEMATOPOIETIC_CELL_LINEAGE,MME
KEGG_HEMATOPOIETIC_CELL_LINEAGE,MS4A1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,TFRC
KEGG_HEMATOPOIETIC_CELL_LINEAGE,THPO
KEGG_HEMATOPOIETIC_CELL_LINEAGE,TNF
KEGG_HEMATOPOIETIC_CELL_LINEAGE,TPO
GP11_Immune_IFN,Minterferon_Cluster_21214954
GP11_Immune_IFN,ZHANG_INTERFERON_RESPONSE
IgG_19272155,LOC96610
IgG_19272155,IGKV1OR2-118
IgG_19272155,IGKV1D-13
IgG_19272155,IGLL3P
IgG_19272155,IGKV1-5
IgG_19272155,IGHV1-69
IgG_19272155,POU2AF1
IgG_19272155,IGLJ3
IgG_19272155,GUSBP11
IgG_19272155,IGLC2
IgG_19272155,IGLV3-25
IgG_19272155,IGKC
IgG_19272155,IGLV2-14
IgG_19272155,IGHG1
IgG_19272155,IGHM
IgG_19272155,IGLV4-3
IgG_19272155,IGHD
IgG_19272155,IGHA1
IgG_19272155,IGL
IgG_19272155,IGH
IgG_19272155,IGLC1
Interferon_19272155,RSAD2
Interferon_19272155,OAS3
Interferon_19272155,IFI44
Interferon_19272155,ISG15
Interferon_19272155,DDX60
Interferon_19272155,IFI44L
Interferon_19272155,IFI6
Interferon_19272155,MX1
Interferon_19272155,IFIT3
Interferon_19272155,IFI27
Interferon_19272155,IFIT1
Interferon_19272155,OAS1
Interferon_19272155,OAS2
LCK_19272155,ARHGAP15
LCK_19272155,KLRK1
LCK_19272155,SASH3
LCK_19272155,ARHGAP25
LCK_19272155,SLAMF1
LCK_19272155,GIMAP5
LCK_19272155,SH2D1A
LCK_19272155,CCR7
LCK_19272155,ITK
LCK_19272155,TRBV19
LCK_19272155,RAC2
LCK_19272155,CORO1A
LCK_19272155,PIK3CD
LCK_19272155,LPXN
LCK_19272155,PRKCB
LCK_19272155,STAT4
LCK_19272155,GMFG
LCK_19272155,SELPLG
LCK_19272155,FGL2
LCK_19272155,EVI2B
LCK_19272155,CSF2RB
LCK_19272155,GZMK
LCK_19272155,SAMSN1
LCK_19272155,GIMAP4
LCK_19272155,IRF8
LCK_19272155,NCKAP1L
LCK_19272155,IL10RA
LCK_19272155,TRAC
LCK_19272155,INPP5D
LCK_19272155,PLAC8
LCK_19272155,CCL5
LCK_19272155,CD247
LCK_19272155,LTB
LCK_19272155,IL2RG
LCK_19272155,HCLS1
LCK_19272155,IL7R
LCK_19272155,CD53
LCK_19272155,LCK
LCK_19272155,CD3D
LCK_19272155,CD27
LCK_19272155,GZMA
LCK_19272155,SELL
LCK_19272155,TRBV21-1
LCK_19272155,CD2
LCK_19272155,CD48
LCK_19272155,SLA
LCK_19272155,LCP2
LCK_19272155,SRGN
LCK_19272155,PTPRC
MHC.I_19272155,HLA-G
MHC.I_19272155,HLA-A
MHC.I_19272155,HLA-B
MHC.I_19272155,HLA-C
MHC.I_19272155,HLA-F
MHC.II_19272155,CTSS
MHC.II_19272155,CD74
MHC.II_19272155,HLA-DRB1
MHC.II_19272155,HLA-DQA1
MHC.II_19272155,HLA-DMB
MHC.II_19272155,HLA-DPA1
MHC.II_19272155,HLA-DPB1
MHC.II_19272155,HLA-DMA
MHC.II_19272155,HLA-DRA
MHC.II_19272155,LCP2
MHC.II_19272155,SRGN
MHC.II_19272155,PTPRC
STAT1_19272155,TAP1
STAT1_19272155,GBP1
STAT1_19272155,IFIH1
STAT1_19272155,PSMB9
STAT1_19272155,CXCL9
STAT1_19272155,IRF1
STAT1_19272155,CXCL11
STAT1_19272155,CXCL10
STAT1_19272155,IDO1
STAT1_19272155,STAT1
Troester_WoundSig_19887484,ADH1A
Troester_WoundSig_19887484,APOH
Troester_WoundSig_19887484,BMPR1B
Troester_WoundSig_19887484,DST
Troester_WoundSig_19887484,CAPN6
Troester_WoundSig_19887484,CD86
Troester_WoundSig_19887484,CDK4
Troester_WoundSig_19887484,COL17A1
Troester_WoundSig_19887484,COX7B
Troester_WoundSig_19887484,CSF3
Troester_WoundSig_19887484,CTGF
Troester_WoundSig_19887484,CTSK
Troester_WoundSig_19887484,DMBT1
Troester_WoundSig_19887484,ARID3A
Troester_WoundSig_19887484,DSC3
Troester_WoundSig_19887484,ELANE
Troester_WoundSig_19887484,EYA4
Troester_WoundSig_19887484,F3
Troester_WoundSig_19887484,FABP4
Troester_WoundSig_19887484,FAP
Troester_WoundSig_19887484,FBLN1
Troester_WoundSig_19887484,EFEMP1
Troester_WoundSig_19887484,FPR1
Troester_WoundSig_19887484,FRZB
Troester_WoundSig_19887484,GJB5
Troester_WoundSig_19887484,HBB
Troester_WoundSig_19887484,HDC
Troester_WoundSig_19887484,HMGA1
Troester_WoundSig_19887484,HPCAL1
Troester_WoundSig_19887484,CYR61
Troester_WoundSig_19887484,IL1B
Troester_WoundSig_19887484,IL13RA2
Troester_WoundSig_19887484,IDO1
Troester_WoundSig_19887484,INHBA
Troester_WoundSig_19887484,KRT6A
Troester_WoundSig_19887484,KRT6B
Troester_WoundSig_19887484,KRT34
Troester_WoundSig_19887484,AFF3
Troester_WoundSig_19887484,LAMA3
Troester_WoundSig_19887484,LAMC2
Troester_WoundSig_19887484,LTBP2
Troester_WoundSig_19887484,LUM
Troester_WoundSig_19887484,MSMB
Troester_WoundSig_19887484,ND4
Troester_WoundSig_19887484,NODAL
Troester_WoundSig_19887484,OGN
Troester_WoundSig_19887484,PCDH8
Troester_WoundSig_19887484,PDGFRL
Troester_WoundSig_19887484,PER1
Troester_WoundSig_19887484,PFKFB3
Troester_WoundSig_19887484,PITX1
Troester_WoundSig_19887484,PML
Troester_WoundSig_19887484,PNLIPRP2
Troester_WoundSig_19887484,S100A8
Troester_WoundSig_19887484,SAA4
Troester_WoundSig_19887484,CCL2
Troester_WoundSig_19887484,TGFB2
Troester_WoundSig_19887484,THBS1
Troester_WoundSig_19887484,TLR2
Troester_WoundSig_19887484,UGT2B17
Troester_WoundSig_19887484,ZIC2
Troester_WoundSig_19887484,TFPI2
Troester_WoundSig_19887484,NR4A3
Troester_WoundSig_19887484,SPARCL1
Troester_WoundSig_19887484,TP63
Troester_WoundSig_19887484,PER2
Troester_WoundSig_19887484,SPAG9
Troester_WoundSig_19887484,CXCL14
Troester_WoundSig_19887484,TMCC2
Troester_WoundSig_19887484,TNFSF15
Troester_WoundSig_19887484,CLEC4M
Troester_WoundSig_19887484,NPM2
Troester_WoundSig_19887484,HOXB13
Troester_WoundSig_19887484,PPP6R1
Troester_WoundSig_19887484,SULF1
Troester_WoundSig_19887484,DICER1
Troester_WoundSig_19887484,ABI3BP
Troester_WoundSig_19887484,EGFL6
Troester_WoundSig_19887484,TIPARP
Troester_WoundSig_19887484,RGS22
Troester_WoundSig_19887484,IGLV2-14
Troester_WoundSig_19887484,A1CF
Troester_WoundSig_19887484,TREM1
Troester_WoundSig_19887484,PGPEP1
Troester_WoundSig_19887484,RGMA
Troester_WoundSig_19887484,ADAMTS9
Troester_WoundSig_19887484,TENM2
Troester_WoundSig_19887484,MKL2
Troester_WoundSig_19887484,VPS18
Troester_WoundSig_19887484,CACHD1
Troester_WoundSig_19887484,GUF1
Troester_WoundSig_19887484,ELSPBP1
Troester_WoundSig_19887484,ZBED2
Troester_WoundSig_19887484,LRRC2
Troester_WoundSig_19887484,CHPF
Troester_WoundSig_19887484,HMBOX1
Troester_WoundSig_19887484,TMC5
Troester_WoundSig_19887484,BAALC
Troester_WoundSig_19887484,APOLD1
Troester_WoundSig_19887484,VMP1
Troester_WoundSig_19887484,SPACA1
Troester_WoundSig_19887484,FRMD8P1
Troester_WoundSig_19887484,FAM71F1
Troester_WoundSig_19887484,TNS4
Troester_WoundSig_19887484,KIAA1751
Troester_WoundSig_19887484,CROCCP3
Troester_WoundSig_19887484,OSR2
Troester_WoundSig_19887484,LRR1
Troester_WoundSig_19887484,TMEM139
Troester_WoundSig_19887484,CCBE1
Troester_WoundSig_19887484,FAM19A4
Troester_WoundSig_19887484,BMPER
Troester_WoundSig_19887484,YPEL4
Troester_WoundSig_19887484,JAKMIP3
Troester_WoundSig_19887484,LOC284454
Troester_WoundSig_19887484,KRT6C
Troester_WoundSig_19887484,ZNF713
Troester_WoundSig_19887484,SIMC1
Troester_WoundSig_19887484,LOC389332
Troester_WoundSig_19887484,SPDYE8P
Troester_WoundSig_19887484,LOC440934
Troester_WoundSig_19887484,MUC5B
Troester_WoundSig_19887484,C13orf45
Troester_WoundSig_19887484,KRT17P3
Troester_WoundSig_19887484,LOC100131138
MDACC.FNA.1_20805453,TMEM176B
MDACC.FNA.1_20805453,SLCO2B1
MDACC.FNA.1_20805453,CKAP2
MDACC.FNA.1_20805453,CD74
MDACC.FNA.1_20805453,VCAM1
MDACC.FNA.1_20805453,IGLL1
MDACC.FNA.1_20805453,CCL2
MDACC.FNA.1_20805453,GPNMB
MDACC.FNA.1_20805453,PTGDS
MDACC.FNA.1_20805453,CD163
MDACC.FNA.1_20805453,MAFB
MDACC.FNA.1_20805453,HLA-DRB1
MDACC.FNA.1_20805453,PLTP
MDACC.FNA.1_20805453,APOE
MDACC.FNA.1_20805453,C1QB
MDACC.FNA.1_20805453,NTN3
MDACC.FNA.1_20805453,PECAM1
MDACC.FNA.1_20805453,IGKV1D-13
MDACC.FNA.1_20805453,IGKV1OR2-108
MDACC.FNA.1_20805453,IGLJ3
MDACC.FNA.1_20805453,IGKC
MDACC.FNA.1_20805453,IGL
MDACC.FNA.1_20805453,IGHG3
MDACC.FNA.1_20805453,IGHM
MDACC.FNA.1_20805453,HLA-DPA1
MDACC.FNA.1_20805453,HLA-DQB1
MDACC.FNA.1_20805453,HLA-DQA1
MDACC.FNA.1_20805453,IGHG1
MDACC.FNA.1_20805453,IGJ
MDACC.FNA.1_20805453,C1QA
MDACC.FNA.1_20805453,HLA-DRA
IGG_Cluster_21214954,CD27
IGG_Cluster_21214954,IL2RG
IGG_Cluster_21214954,CD79A
IGG_Cluster_21214954,PIM2
IGG_Cluster_21214954,POU2AF1
IGG_Cluster_21214954,IGKC
IGG_Cluster_21214954,IGLV3-25
IGG_Cluster_21214954,IGL
IGG_Cluster_21214954,IGJ
IGG_Cluster_21214954,TNFRSF17
IGG_Cluster_21214954,NTN3
IGG_Cluster_21214954,IL8
IGG_Cluster_21214954,HLA-C
IGG_Cluster_21214954,LAX1
Minterferon_Cluster_21214954,STAT1
Minterferon_Cluster_21214954,IL18BP
Minterferon_Cluster_21214954,XAF1
Minterferon_Cluster_21214954,B2M
Minterferon_Cluster_21214954,RSAD2
Minterferon_Cluster_21214954,EPSTI1
Minterferon_Cluster_21214954,PSMB8
Minterferon_Cluster_21214954,PSMB9
Minterferon_Cluster_21214954,ZC3HAV1
Minterferon_Cluster_21214954,IFI35
Minterferon_Cluster_21214954,DDX58
Minterferon_Cluster_21214954,GBP7
Minterferon_Cluster_21214954,CXCL10
Minterferon_Cluster_21214954,CCL5
Minterferon_Cluster_21214954,GBP6
Minterferon_Cluster_21214954,CXCL9
Minterferon_Cluster_21214954,CD274
Minterferon_Cluster_21214954,HELZ2
Minterferon_Cluster_21214954,UBA7
Minterferon_Cluster_21214954,LGALS3BP
Minterferon_Cluster_21214954,PARP9
Minterferon_Cluster_21214954,IRF9
Minterferon_Cluster_21214954,ADAR
Minterferon_Cluster_21214954,IFIT2
Minterferon_Cluster_21214954,OASL
Minterferon_Cluster_21214954,DDX60
Minterferon_Cluster_21214954,IFIH1
Minterferon_Cluster_21214954,RTP4
Minterferon_Cluster_21214954,GBP4
Minterferon_Cluster_21214954,IFI44
Minterferon_Cluster_21214954,MX1
Minterferon_Cluster_21214954,ISG15
Minterferon_Cluster_21214954,BST2
Minterferon_Cluster_21214954,USP18
Minterferon_Cluster_21214954,IFIT1
Minterferon_Cluster_21214954,OAS2
Minterferon_Cluster_21214954,ZBP1
Minterferon_Cluster_21214954,PARP14
Minterferon_Cluster_21214954,IRGM
Minterferon_Cluster_21214954,STAT2
Minterferon_Cluster_21214954,PARP12
Minterferon_Cluster_21214954,SP100
Minterferon_Cluster_21214954,GBP1
Minterferon_Cluster_21214954,BATF2
Minterferon_Cluster_21214954,NMI
Minterferon_Cluster_21214954,SLFN13
Minterferon_Cluster_21214954,GVINP1
Minterferon_Cluster_21214954,IRF1
ZHANG_INTERFERON_RESPONSE,IRF1
ZHANG_INTERFERON_RESPONSE,IFI27
ZHANG_INTERFERON_RESPONSE,IFRD1
ZHANG_INTERFERON_RESPONSE,STAT1
ZHANG_INTERFERON_RESPONSE,MX2
ZHANG_INTERFERON_RESPONSE,OAS1
ZHANG_INTERFERON_RESPONSE,OASL
ZHANG_INTERFERON_RESPONSE,ISG15
ZHANG_INTERFERON_RESPONSE,MX1
ZHANG_INTERFERON_RESPONSE,IFIT2
ZHANG_INTERFERON_RESPONSE,SP110
ZHANG_INTERFERON_RESPONSE,IFITM3
ZHANG_INTERFERON_RESPONSE,OAS2
ZHANG_INTERFERON_RESPONSE,IFNB1
ZHANG_INTERFERON_RESPONSE,IRF9
ZHANG_INTERFERON_RESPONSE,IFI44
ZHANG_INTERFERON_RESPONSE,IFITM1
ZHANG_INTERFERON_RESPONSE,ISG20
ZHANG_INTERFERON_RESPONSE,IFI16
ZHANG_INTERFERON_RESPONSE,OAS3
ZHANG_INTERFERON_RESPONSE,IFI30
ZHANG_INTERFERON_RESPONSE,IRF3
ZHANG_INTERFERON_RESPONSE,RTP4
Immune_cell_Cluster_21214954,WARS
Immune_cell_Cluster_21214954,IDO1
Immune_cell_Cluster_21214954,RNASE6
Immune_cell_Cluster_21214954,GPR65
Immune_cell_Cluster_21214954,MNDA
Immune_cell_Cluster_21214954,LAMP3
Immune_cell_Cluster_21214954,TNFAIP8
Immune_cell_Cluster_21214954,LYN
Immune_cell_Cluster_21214954,TNFAIP3
Immune_cell_Cluster_21214954,PLAC8
Immune_cell_Cluster_21214954,IL7R
Immune_cell_Cluster_21214954,CSF2RB
Immune_cell_Cluster_21214954,IRF1
Immune_cell_Cluster_21214954,TNFRSF1B
Immune_cell_Cluster_21214954,ADAMDEC1
Immune_cell_Cluster_21214954,SLAMF8
Immune_cell_Cluster_21214954,SIRPG
Immune_cell_Cluster_21214954,LTB
Immune_cell_Cluster_21214954,PTPRCAP
Immune_cell_Cluster_21214954,CCR7
Immune_cell_Cluster_21214954,SPOCK2
Immune_cell_Cluster_21214954,PLEK
Immune_cell_Cluster_21214954,CD74
Immune_cell_Cluster_21214954,HLA-DMA
Immune_cell_Cluster_21214954,HLA-DRA
Immune_cell_Cluster_21214954,HLA-DMB
Immune_cell_Cluster_21214954,FCER1G
Immune_cell_Cluster_21214954,TYROBP
Immune_cell_Cluster_21214954,LAPTM5
Immune_cell_Cluster_21214954,ITGB2
Immune_cell_Cluster_21214954,C1QA
Immune_cell_Cluster_21214954,STAT1
Immune_cell_Cluster_21214954,CXCL11
Immune_cell_Cluster_21214954,CXCL10
Immune_cell_Cluster_21214954,GBP1
Immune_cell_Cluster_21214954,TAP1
Immune_cell_Cluster_21214954,PSMB9
Immune_cell_Cluster_21214954,GIMAP4
Immune_cell_Cluster_21214954,SRGN
Immune_cell_Cluster_21214954,FGL2
Immune_cell_Cluster_21214954,HCLS1
Immune_cell_Cluster_21214954,ARHGAP25
Immune_cell_Cluster_21214954,LCK
Immune_cell_Cluster_21214954,EVI2B
Immune_cell_Cluster_21214954,ARHGAP15
Immune_cell_Cluster_21214954,CYTIP
Immune_cell_Cluster_21214954,GZMA
Immune_cell_Cluster_21214954,LCP2
Immune_cell_Cluster_21214954,CD53
Immune_cell_Cluster_21214954,IL10RA
Immune_cell_Cluster_21214954,CD48
Immune_cell_Cluster_21214954,CCL5
Immune_cell_Cluster_21214954,CD3D
Immune_cell_Cluster_21214954,CD2
Immune_cell_Cluster_21214954,GZMK
Immune_cell_Cluster_21214954,PTPRC
Immune_cell_Cluster_21214954,CXCL9
Immune_cell_Cluster_21214954,GMFG
Immune_cell_Cluster_21214954,IRF8
Immune_cell_Cluster_21214954,CTSS
Immune_cell_Cluster_21214954,TFEC
Immune_cell_Cluster_21214954,SLA
Immune_cell_Cluster_21214954,SLC7A7
Immune_cell_Cluster_21214954,LST1
Immune_cell_Cluster_21214954,AIF1
Immune_cell_Cluster_21214954,CD86
Immune_cell_Cluster_21214954,NCKAP1L
Immune_cell_Cluster_21214954,THEMIS2
Immune_cell_Cluster_21214954,LYZ
Immune_cell_Cluster_21214954,CD52
Immune_cell_Cluster_21214954,SELL
Immune_cell_Cluster_21214954,HLA-F
Immune_cell_Cluster_21214954,HLA-B
Immune_cell_Cluster_21214954,HLA-E
Immune_cell_Cluster_21214954,GZMB
Immune_cell_Cluster_21214954,SEMA4D
Immune_cell_Cluster_21214954,BTN3A2
Immune_cell_Cluster_21214954,BTN3A3
Immune_cell_Cluster_21214954,CASP1
MCD3_CD8_21214954,SRPX
MCD3_CD8_21214954,IGFBP6
MCD3_CD8_21214954,ENPP2
MCD3_CD8_21214954,SEMA3G
MCD3_CD8_21214954,CIDEA
MCD3_CD8_21214954,GPX3
MCD3_CD8_21214954,GPD1
MCD3_CD8_21214954,CD36
MCD3_CD8_21214954,RBP4
MCD3_CD8_21214954,AOC3
MCD3_CD8_21214954,LPL
MCD3_CD8_21214954,FABP4
MCD3_CD8_21214954,ADIPOQ
MCD3_CD8_21214954,PLIN1
MCD3_CD8_21214954,ADH1B
MCD3_CD8_21214954,FHL1
MCD3_CD8_21214954,LEP
MCD3_CD8_21214954,CD34
MCD3_CD8_21214954,SPRY1
MCD3_CD8_21214954,PROS1
MCD3_CD8_21214954,PPAP2A
MCD3_CD8_21214954,AKAP12
MCD3_CD8_21214954,JAM3
MCD3_CD8_21214954,NDN
MCD3_CD8_21214954,SPARCL1
MCD3_CD8_21214954,ITM2A
MCD3_CD8_21214954,AQP1
MCD3_CD8_21214954,C7
MCD3_CD8_21214954,TSPAN7
MCD3_CD8_21214954,JAM2
MCD3_CD8_21214954,CAV1
MCD3_CD8_21214954,GNG11
MCD3_CD8_21214954,LDB2
MCD3_CD8_21214954,LHFP
MCD3_CD8_21214954,CDH5
MCD3_CD8_21214954,ABCA8
MCD3_CD8_21214954,MEOX1
MCD3_CD8_21214954,DARC
MCD3_CD8_21214954,VWF
MCD3_CD8_21214954,CLDN5
MCD3_CD8_21214954,ERG
MCD3_CD8_21214954,SLIT2
MCD3_CD8_21214954,PECAM1
MCD3_CD8_21214954,CDO1
MCD3_CD8_21214954,CFD
Interferon_Cluster_21214954,C19orf66
Interferon_Cluster_21214954,BST2
Interferon_Cluster_21214954,SP110
Interferon_Cluster_21214954,PARP12
Interferon_Cluster_21214954,IFIT5
Interferon_Cluster_21214954,OAS1
Interferon_Cluster_21214954,IRF9
Interferon_Cluster_21214954,USP18
Interferon_Cluster_21214954,DDX58
Interferon_Cluster_21214954,MX2
Interferon_Cluster_21214954,IFI27
Interferon_Cluster_21214954,OAS2
Interferon_Cluster_21214954,IFI6
Interferon_Cluster_21214954,IFIT3
Interferon_Cluster_21214954,IFI44L
Interferon_Cluster_21214954,IFI44
Interferon_Cluster_21214954,IFIT1
Interferon_Cluster_21214954,ISG15
Interferon_Cluster_21214954,MX1
Interferon_Cluster_21214954,RSAD2
Interferon_Cluster_21214954,OAS3
Interferon_Cluster_21214954,HERC6
Interferon_Cluster_21214954,HERC5
Interferon_Cluster_21214954,DDX60
Interferon_Cluster_21214954,PLSCR1
Interferon_Cluster_21214954,UBE2L6
Interferon_Cluster_21214954,SAMD9
Interferon_Cluster_21214954,RTP4
Interferon_Cluster_21214954,XAF1
Interferon_Cluster_21214954,NMI
Interferon_Cluster_21214954,IFITM1
Interferon_Cluster_21214954,IFITM3
Interferon_Cluster_21214954,ISG20
Interferon_Cluster_21214954,PSME2
Interferon_Cluster_21214954,PSME1
Interferon_Cluster_21214954,IRF7
B_cell_PCA_16704732,SLC22A3
B_cell_PCA_16704732,IGKC
B_cell_PCA_16704732,FGD2
B_cell_PCA_16704732,SIDT2
B_cell_PCA_16704732,CACNA2D2
B_cell_PCA_16704732,USP6NL
B_cell_PCA_16704732,CPSF2
B_cell_PCA_16704732,UBR5
B_cell_PCA_16704732,NIPAL4
B_cell_PCA_16704732,WEE1
B_cell_PCA_16704732,PMAIP1
B_cell_PCA_16704732,SLC2A5
B_cell_PCA_16704732,BEND4
B_cell_PCA_16704732,SP140
B_cell_PCA_16704732,GLDC
B_cell_PCA_16704732,GSTZ1
B_cell_PCA_16704732,EML6
B_cell_PCA_16704732,FCRLA
B_cell_PCA_16704732,LRMP
B_cell_PCA_16704732,BTK
B_cell_PCA_16704732,HLA-DMB
B_cell_PCA_16704732,SAV1
B_cell_PCA_16704732,PLEKHF2
B_cell_PCA_16704732,STAG3
B_cell_PCA_16704732,HHEX
B_cell_PCA_16704732,LINC00926
B_cell_PCA_16704732,WDR11
